event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
27197564536,true,2004-06-11 00:00:00.000,14.595,2.365,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564537,true,2004-06-11 00:00:00.000,14.581,2.382,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564538,true,2004-06-12 00:00:00.000,14.645,2.369,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564539,true,2004-06-12 00:00:00.000,14.608,2.378,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564540,true,2004-06-14 00:00:00.000,14.612,2.373,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564541,true,2004-06-15 00:00:00.000,14.58,2.376,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564542,true,2004-06-17 00:00:00.000,14.6,2.382,"3","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564543,true,2004-06-17 00:00:00.000,14.647,2.37,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564544,true,2004-06-18 00:00:00.000,14.582,2.387,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564545,true,2004-06-18 00:00:00.000,14.615,2.372,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564546,true,2004-06-19 00:00:00.000,14.595,2.379,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564547,true,2004-06-19 00:00:00.000,14.602,2.373,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564548,true,2004-06-19 00:00:00.000,14.646,2.365,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564549,true,2004-06-19 00:00:00.000,14.621,2.37,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564550,true,2004-06-20 00:00:00.000,14.564,2.391,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564551,true,2004-06-20 00:00:00.000,14.522,2.38,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564552,true,2004-06-22 00:00:00.000,14.623,2.371,"A","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564553,true,2004-06-24 00:00:00.000,14.786,2.335,"B","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
27197564554,true,2004-06-25 00:00:00.000,14.614,2.369,"2","argos-doppler-shift",,"#2784020056","40480","Elephant Research - Nki National Park (Cameroon) - Collar 40480"
